exchange,symbol,date,title,period,priorPeriod,revenueAED,expenseAED,netProfitAED,eps,cashAndEquivalentsAED,totalAssetsAED,totalLiabilitiesAED,totalEquityAED,balanceSheetReconciled,liabilitiesDerived,unitHint,balanceSheetReason,engPdfUrl
ADX,ARAM,2026-03-05 00:00:00.0,"Aram Group Financial Results for the Period Ended December 31,2025",2025,2024,21883000,-7478000,13175000,0.167,449000,,,,,,,no-reconciling-total-assets-liabilities-equity,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4744727
ADX,ARAM,2025-11-13 00:00:00.0,"Aram Group Financial Results for the Period Ended September 30,2025",Q3 2025,Q3 2024,8639000,-5363000,3035000,0.038,2051000.0000000002,174109341,28364009,145745332,true,false,,,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4598043
ADX,ASM,2026-07-28 00:00:00.0,"Al Seer Marine Supplies & Equipment Company P.J.S.C Financial Results for the Period Ended June 30,2026",Q2 2026,Q2 2025,578938000,-510509000,-233453000,-0.23,493882000,7830388,3931223,3899165,false,true,AED'000,,https://apigateway.adx.ae/adx/cdn/1.0/content/download/5223862
ADX,ASM,2026-01-29 00:00:00.0,"Al Seer Marine Supplies & Equipment Company P.J.S.C Financial Results for the Period Ended December 31,2025",2025,2024,1348000000,-1184000000,-293000000,-0.293,384000000,8028706,3903360,4125346,true,false,,,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4815257
ADX,BILDCO,2026-08-12 00:00:00.0,"Abu Dhabi National Co. for Building Materials Financial Results for the Period Ended June 30,2026",Q2 2026,Q2 2025,34150000,-22207000,-95658000,-0.065,4910000,2430200535,323151033,2107049502,true,false,,,https://apigateway.adx.ae/adx/cdn/1.0/content/download/5260869
ADX,BILDCO,2026-05-12 00:00:00.0,"Abu Dhabi National Co. for Building Materials Financial Results for the Period Ended March 31,2026",Q1 2026,Q1 2025,16722999.999999998,-10937000,-103523000,-0.072,9997000,,,,,,,no-reconciling-total-assets-liabilities-equity,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4903464
ADX,BILDCO,2026-02-23 00:00:00.0,"Abu Dhabi National Co. for Building Materials Financial Results for the Period Ended December 31,2025",2025,2024,46078000,-42007000,-26770000,-0.09,13336000,,,,,,,scanned-image,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4708626
ADX,BILDCO,2025-11-14 00:00:00.0,"Abu Dhabi National Co. for Building Materials Financial Results for the Period Ended September 30,2025",Q3 2025,Q3 2024,33622000,-27740000,-20477000,-0.07,14949000,,,,,,,scanned-image,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4600941
ADX,BOROUGE,2026-07-31 00:00:00.0,"Borouge PLC Financial Results for the Period Ended June 30,2026",Q2 2026,Q2 2025,2581000000,-1632000000,347000000,0.01,194000000,8595755,4847724,3748031,true,false,,,https://apigateway.adx.ae/adx/cdn/1.0/content/download/5228462
ADX,BOROUGE,2026-04-30 00:00:00.0,"Borouge PLC Financial Results for the Period Ended March 31,2026",Q1 2026,Q1 2025,1175000000,-766000000,156000000,0.01,686000000,8604100,4358496,4245604,true,false,,,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4854002
ADX,BOROUGE,2026-02-04 00:00:00.0,"Borouge PLC Financial Results for the Period Ended December 31,2025",2025,2024,5848000000,-3566000000,1099000000,0.04,427000000,8489104,4373422,4115682,true,false,,,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4680437
ADX,BOROUGE,2025-10-29 00:00:00.0,"Borouge PLC Financial Results for the Period Ended September 30,2025",Q3 2025,Q3 2024,4171999999.9999995,-2552000000,769000000,0.03,197000000,,,,,,,no-reconciling-total-assets-liabilities-equity,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4576387
ADX,BOS,2026-07-16 00:00:00.0,"Bank of Sharjah Financial Results for the Period Ended June 30,2026",Q2 2026,Q2 2025,544688000,-150760000,361912000,0.121,209294000,53210427,48423907,4786520,true,false,,,https://apigateway.adx.ae/adx/cdn/1.0/content/download/5187390
ADX,BOS,2026-05-06 00:00:00.0,"Bank of Sharjah Financial Results for the Period Ended March 31,2026",Q1 2026,Q1 2025,663000000,-498000000,151000000,0.05,1423000000,54693696,49948267,4745429,true,false,,,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4878057
ADX,BOS,2026-03-17 00:00:00.0,"Bank of Sharjah Financial Results for the Period Ended December 31,2025",2025,2024,2842000000,-2039000000,729000000,0.24,2702000000,48371413,43737270,4634143,true,false,,,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4775801
ADX,BOS,2025-10-22 00:00:00.0,"Bank of Sharjah Financial Results for the Period Ended September 30,2025",Q3 2025,Q3 2024,1987000000,-1507000000,435000000,0.145,1889000000,,,,,,,no-reconciling-total-assets-liabilities-equity,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4567371
ADX,BURJEEL,2025-11-03 00:00:00.0,"BURJEEL HOLDINGS PLC Financial Results for the Period Ended September 30,2025",Q3 2025,Q3 2024,4099000000,-3650000000,362000000,0.07,146000000,,,,,,,no-reconciling-total-assets-liabilities-equity,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4586504
ADX,DANA,2026-08-07 00:00:00.0,"DANA GAS PJSC Financial Results for the Period Ended June 30,2026",Q2 2026,Q2 2025,224000000,-104000000,107000000,0.055,194000000,,,,,,,no-reconciling-total-assets-liabilities-equity,https://apigateway.adx.ae/adx/cdn/1.0/content/download/5245890
ADX,DANA,2026-05-14 00:00:00.0,"DANA GAS PJSC Financial Results for the Period Ended March 31,2026",Q1 2026,Q1 2025,145000000,-48000000,74000000,0.039,198000000,,,,,,,no-reconciling-total-assets-liabilities-equity,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4910914
ADX,DANA,2026-03-12 00:00:00.0,"DANA GAS PJSC Financial Results for the Period Ended December 31,2025",2025,2024,348000000,-156000000,130000000,0.068,188000000,,,,,,,no-reconciling-total-assets-liabilities-equity,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4759098
ADX,DANA,2025-11-07 00:00:00.0,"DANA GAS PJSC Financial Results for the Period Ended September 30,2025",Q3 2025,Q3 2024,255000000,-108000000,103000000,0.054,154000000,,,,,,,no-reconciling-total-assets-liabilities-equity,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4589608
ADX,E7,2026-08-10 00:00:00.0,"E7 Group PJSC Financial Results for the Period Ended June 30,2026",Q2 2026,Q2 2025,358209000,-240001000,60976000,0.03,143389000,,,,,,,scanned-image,https://apigateway.adx.ae/adx/cdn/1.0/content/download/5253654
ADX,E7,2026-05-11 00:00:00.0,"E7 Group PJSC Financial Results for the Period Ended March 31,2026",Q1 2026,Q1 2025,169340000,-114085000,28058000,0.01,265075000,1539322,368457,1170865,true,false,,,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4895732
ADX,E7,2026-03-26 00:00:00.0,"E7 Group PJSC Financial Results for the Period Ended December 31,2025",2025,2024,675645000,-456321000,104175000,0.05,373424000,1571174,428367,1142807,true,false,,,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4789316
ADX,E7,2025-11-12 00:00:00.0,"E7 Group PJSC Financial Results for the Period Ended September 30,2025",Q3 2025,Q3 2024,465000000,-319000000,59000000,0.03,275000000,1528645,431279,1097366,true,false,,,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4597664
ADX,EAND,2026-07-30 00:00:00.0,"Emirates Telecom. Group Company PJSC Financial Results for the Period Ended June 30,2026",Q2 2026,Q2 2025,38143000000,-25603000000,7007000000,0.69,8496000000,200866965,137306923,63560042,true,false,,,https://apigateway.adx.ae/adx/cdn/1.0/content/download/5226967
ADX,EAND,2026-04-28 00:00:00.0,"Emirates Telecom. Group Company PJSC Financial Results for the Period Ended March 31,2026",Q1 2026,Q1 2025,19417000000,-13497000000,3372000000,0.33,5949000000,207682452,147825320,59857132,true,false,,,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4851116
ADX,EAND,2026-02-24 00:00:00.0,"Emirates Telecom. Group Company PJSC Financial Results for the Period Ended December 31,2025",2025,2024,72858000000,-50414000000,16155999999.999998,1.65,7106000000,,,,,,,no-reconciling-total-assets-liabilities-equity,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4705300
ADX,EAND,2025-10-29 00:00:00.0,"Emirates Telecom. Group Company PJSC Financial Results for the Period Ended September 30,2025",Q3 2025,Q3 2024,53539000000,-36758000000,13183000000,1.36,7049000000,194055883,132606060,61449823,true,false,AED'000,,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4577170
ADX,EASYLEASE,2026-07-23 00:00:00.0,"Easy Lease Motorcycle Rental PJSC Financial Results for the Period Ended June 30,2026",Q2 2026,Q2 2025,398441000,-286090000,44869000,1.31,82264000,1078951797,694592323,384359474,true,false,,,https://apigateway.adx.ae/adx/cdn/1.0/content/download/5211340
ADX,EASYLEASE,2026-04-29 00:00:00.0,"Easy Lease Motorcycle Rental PJSC Financial Results for the Period Ended March 31,2026",Q1 2026,Q1 2025,189724000,-134082000,20703000,0.59,87386000,1040122940,679929577,360193363,true,false,,,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4853080
ADX,EASYLEASE,2026-01-27 00:00:00.0,"Easy Lease Motorcycle Rental PJSC Financial Results for the Period Ended December 31,2025",2025,2024,713168000,-515317000,90086000,2.35,76536000,997294762,661944281,335350481,true,false,,,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4670580
ADX,EASYLEASE,2025-10-24 00:00:00.0,"Easy Lease Motorcycle Rental PJSC Financial Results for the Period Ended September 30,2025",Q3 2025,Q3 2024,516097999.99999994,-383455000,47722000,1.29,42425000,,,,,,,no-reconciling-total-assets-liabilities-equity,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4568687
ADX,EMOBILITY,2026-07-22 00:00:00.0,"Emirates Mobility Company Financial Results for the Period Ended June 30,2026",Q2 2026,Q2 2025,360625000,-134521000,144682000,0.13,137772000,1936480,510038,1426442,true,false,AED'000,,https://apigateway.adx.ae/adx/cdn/1.0/content/download/5209007
ADX,EMOBILITY,2026-04-27 00:00:00.0,"Emirates Driving Company Financial Results for the Period Ended March 31,2026",Q1 2026,Q1 2025,188974000,-68319000,74562000,0.07,294823000,2073308,716986,1356322,true,false,AED'000,,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4848067
ADX,EMOBILITY,2026-01-29 00:00:00.0,"Emirates Driving Company Financial Results for the Period Ended December 31,2025",2025,2024,770487000,-269238000,345861000,0.31,323478000,2089512,580015,1509497,true,false,,,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4676249
ADX,EMOBILITY,2025-10-23 00:00:00.0,"Emirates Driving Company Financial Results for the Period Ended September 30,2025",Q3 2025,Q3 2024,562662000,-196783000,271896000,0.24,565857000,1804237,368705,1435532,true,false,AED'000,,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4564405
ADX,EMSTEEL,2026-07-31 00:00:00.0,"EMSTEEL BUILDING MATERIALS PJSC Financial Results for the Period Ended June 30,2026",Q2 2026,Q2 2025,4558000000,-3719000000,560000000,0.082,1639000000,11760618,1956354,9804264,true,false,,,https://apigateway.adx.ae/adx/cdn/1.0/content/download/5228348
ADX,EMSTEEL,2026-05-13 00:00:00.0,"EMSTEEL BUILDING MATERIALS PJSC Financial Results for the Period Ended March 31,2026",Q1 2026,Q1 2025,2168000000,-1742000000,299000000,0.044,1524000000,11774714,2232212,9542502,true,false,,,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4901907
ADX,EMSTEEL,2026-03-12 00:00:00.0,"EMSTEEL BUILDING MATERIALS PJSC Financial Results for the Period Ended December 31,2025",2025,2024,8941000000,-7675000000,523000000,0.076,1165000000,,,,,,,no-reconciling-total-assets-liabilities-equity,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4759889
ADX,EMSTEEL,2025-11-12 00:00:00.0,"EMSTEEL BUILDING MATERIALS PJSC Financial Results for the Period Ended September 30,2025",Q3 2025,Q3 2024,6469000000,-5682000000,283000000,0.041,799000000,11090525,2086614,9003911,true,false,,,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4595897
ADX,ESG,2026-07-28 00:00:00.0,"ESG EMIRATES STALLIONS GROUP P.J.S.C Financial Results for the Period Ended June 30,2026",Q2 2026,Q2 2025,766693000,-503057000,166303000,0.57,403515000,,,,,,,no-reconciling-total-assets-liabilities-equity,https://apigateway.adx.ae/adx/cdn/1.0/content/download/5223163
ADX,ESG,2026-04-28 00:00:00.0,"ESG EMIRATES STALLIONS GROUP P.J.S.C Financial Results for the Period Ended March 31,2026",Q1 2026,Q1 2025,370063000,-239506000,68647000,0.21,557612000,,,,,,,no-reconciling-total-assets-liabilities-equity,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4852738
ADX,ESG,2026-01-27 00:00:00.0,"ESG EMIRATES STALLIONS GROUP P.J.S.C Financial Results for the Period Ended December 31,2025",2025,2024,1771000000,-1169000000,342000000,1.2,277000000,,,,,,,no-reconciling-total-assets-liabilities-equity,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4673967
ADX,ESG,2025-10-27 00:00:00.0,"ESG EMIRATES STALLIONS GROUP P.J.S.C Financial Results for the Period Ended September 30,2025",Q3 2025,Q3 2024,1067000000,-710000000,188000000,0.64,216000000,3931825,1165986,2765839,true,false,AED'000,,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4572905
ADX,ESHRAQ,2026-08-12 00:00:00.0,"ESHRAQ INVESTMENTS P.J.S.C Financial Results for the Period Ended June 30,2026",Q2 2026,Q2 2025,91979000,-18384000,75299000,0.028,115994000,1839969,138059,1701910,true,false,,,https://apigateway.adx.ae/adx/cdn/1.0/content/download/5267796
ADX,ESHRAQ,2026-05-13 00:00:00.0,"ESHRAQ INVESTMENTS P.J.S.C Financial Results for the Period Ended March 31,2026",Q1 2026,Q1 2025,4492000,-1198000,-3663000,-0.001,29647000,1768637,141676,1626961,true,false,,,https://apigateway.adx.ae/adx/cdn/1.0/content/download/5098284
ADX,ESHRAQ,2026-03-14 00:00:00.0,"ESHRAQ INVESTMENTS P.J.S.C Financial Results for the Period Ended December 31,2025",2025,2024,15883000,-4989000,64040000.00000001,0.024,114948000,1772861,142239,1630622,true,false,,,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4765887
ADX,ESHRAQ,2025-11-13 00:00:00.0,"ESHRAQ INVESTMENTS P.J.S.C Financial Results for the Period Ended September 30,2025",Q3 2025,Q3 2024,11711000,-3366000,42706000,0.016,107586000,1804244,189359,1614885,true,false,AED'000,,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4598652
ADX,FAB,2026-07-23 00:00:00.0,"First Abu Dhabi Bank Financial Results for the Period Ended June 30,2026",Q2 2026,Q2 2025,39393000000,-26191000000,10765000000,0.93,280425000000,,,,,,,no-reconciling-total-assets-liabilities-equity,https://apigateway.adx.ae/adx/cdn/1.0/content/download/5210881
ADX,FAB,2026-04-23 00:00:00.0,"First Abu Dhabi Bank Financial Results for the Period Ended March 31,2026",Q1 2026,Q1 2025,19184000000,-13060000000,5034000000,0.43,296482000000,,,,,,,no-reconciling-total-assets-liabilities-equity,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4842144
ADX,FAB,2026-01-28 00:00:00.0,"First Abu Dhabi Bank Financial Results for the Period Ended December 31,2025",2025,2024,79174000000,-53974000000,21189000000,1.85,291324000000,,,,,,,no-reconciling-total-assets-liabilities-equity,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4673039
ADX,FAB,2025-10-22 00:00:00.0,"First Abu Dhabi Bank Financial Results for the Period Ended September 30,2025",Q3 2025,Q3 2024,59565000000,-40313000000,16056000000,1.39,288531000000,,,,,,,no-reconciling-total-assets-liabilities-equity,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4566047
ADX,FBI,2026-08-06 00:00:00.0,"Fujairah Building Industries P.S.C Financial Results for the Period Ended June 30,2026",Q2 2026,Q2 2025,132514999.99999999,-71021000,32610999.999999996,0.24,17349000,,,,,,,no-reconciling-total-assets-liabilities-equity,https://apigateway.adx.ae/adx/cdn/1.0/content/download/5244244
ADX,FBI,2026-05-07 00:00:00.0,"Fujairah Building Industries P.S.C Financial Results for the Period Ended March 31,2026",Q1 2026,Q1 2025,67692000,-37422000,17132000,0.13,18652000,,,,,,,no-reconciling-total-assets-liabilities-equity,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4883746
ADX,FBI,2026-02-26 00:00:00.0,"Fujairah Building Industries P.S.C Financial Results for the Period Ended December 31,2025",2025,2024,254843000,-216750000,38104000,0.28,20693000,,,,,,,no-reconciling-total-assets-liabilities-equity,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4717013
ADX,FBI,2025-11-06 00:00:00.0,"Fujairah Building Industries P.S.C Financial Results for the Period Ended September 30,2025",Q3 2025,Q3 2024,195776000,-164616000,31459000,0.231,14236000,,,,,,,no-reconciling-total-assets-liabilities-equity,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4591030
